layer_idx,sketch_dim,theta_elim,elimination_rate_mean,elimination_rate_std,resurrection_rate_mean,resurrection_rate_std,false_elimination_rate_mean,false_elimination_rate_std,top8_overlap_mean,top8_overlap_std,top16_overlap_mean,top16_overlap_std,top32_overlap_mean,top32_overlap_std,rank_correlation_mean,rank_correlation_std,eliminated_count,false_eliminated_count,total_tokens,survivor_count,relevant_count,num_samples
3,16,0.15,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.2,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.25,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.3,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.35,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.4,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.45,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.5,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.55,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.6,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.65,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.7,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.75,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.8,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.85,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.9,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,16,0.95,0.780125,0.303034,0.219875,0.303034,0.715712,0.349741,0.491319,0.194685,0.576389,0.152106,0.727431,0.096068,0.89741,0.05419,3510,1649,4512,1002,2304,72
3,32,0.05,0.769825,0.28066,0.230175,0.28066,0.66276,0.348645,0.614583,0.180121,0.68316,0.133937,0.799045,0.081328,0.936475,0.032149,3470,1527,4512,1042,2304,72
3,32,0.1,0.769825,0.28066,0.230175,0.28066,0.66276,0.348645,0.614583,0.180121,0.68316,0.133937,0.799045,0.081328,0.936475,0.032149,3470,1527,4512,1042,2304,72
3,32,0.15,0.769825,0.28066,0.230175,0.28066,0.66276,0.348645,0.614583,0.180121,0.68316,0.133937,0.799045,0.081328,0.936475,0.032149,3470,1527,4512,1042,2304,72
