model_name,prompt_idx,prompt_type,layer_idx,head_idx,sketch_dim,theta_elim,elimination_rate,resurrection_rate,false_elimination_rate,top8_overlap,top16_overlap,top32_overlap,rank_correlation,eliminated_count,false_eliminated_count,total_tokens,survivor_count,relevant_count
gpt2,3,long,9,11,8,0.05,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.1,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.15,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.2,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.25,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.3,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.35,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.4,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.45,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.5,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.55,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.6,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.65,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.7,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.75,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.8,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.85,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.9,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,11,8,0.95,0.0,1.0,0.0,0.5,0.5625,0.65625,0.8808528965084738,0,0,73,73,32
gpt2,3,long,9,0,16,0.05,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.1,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.15,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.2,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.25,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.3,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.35,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.4,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.45,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.5,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.55,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.6,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.65,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.7,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.75,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.8,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.85,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.9,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,0,16,0.95,0.0684931506849315,0.9315068493150684,0.0,0.625,0.625,0.84375,0.9743405692525067,5,0,73,68,32
gpt2,3,long,9,1,16,0.05,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.1,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.15,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.2,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.25,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.3,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.35,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.4,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.45,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.5,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.55,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.6,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.65,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.7,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.75,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.8,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.85,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.9,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,1,16,0.95,0.6027397260273972,0.3972602739726027,0.1875,0.375,0.625,0.875,0.9622286530310014,44,6,73,29,32
gpt2,3,long,9,2,16,0.05,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.1,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.15,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.2,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.25,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.3,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.35,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.4,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.45,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.5,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.55,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.6,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.65,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.7,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.75,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.8,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.85,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.9,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,2,16,0.95,0.0410958904109589,0.958904109589041,0.0,0.375,0.625,0.78125,0.9570227202321135,3,0,73,70,32
gpt2,3,long,9,3,16,0.05,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.1,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.15,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.2,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.25,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.3,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.35,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.4,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.45,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.5,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.55,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.6,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.65,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.7,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.75,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.8,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.85,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.9,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,3,16,0.95,0.9863013698630136,0.0136986301369863,0.96875,0.375,0.4375,0.59375,0.8072973728551028,72,31,73,1,32
gpt2,3,long,9,4,16,0.05,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.1,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.15,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.2,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.25,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.3,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.35,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.4,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.45,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.5,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.55,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.6,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.65,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.7,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.75,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.8,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.85,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.9,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,4,16,0.95,0.2328767123287671,0.7671232876712328,0.03125,0.375,0.5,0.71875,0.9218505617722839,17,1,73,56,32
gpt2,3,long,9,5,16,0.05,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.1,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.15,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.2,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.25,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.3,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.35,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.4,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.45,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.5,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.55,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.6,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.65,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.7,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.75,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.8,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.85,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.9,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,5,16,0.95,0.547945205479452,0.4520547945205479,0.34375,0.375,0.3125,0.65625,0.8876682105644924,40,11,73,33,32
gpt2,3,long,9,6,16,0.05,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.1,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.15,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.2,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.25,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.3,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.35,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.4,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.45,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.5,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.55,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.6,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.65,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.7,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.75,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.8,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.85,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.9,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,6,16,0.95,0.0821917808219178,0.9178082191780822,0.0,0.625,0.625,0.8125,0.9620170911756039,6,0,73,67,32
gpt2,3,long,9,7,16,0.05,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.1,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.15,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.2,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.25,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.3,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.35,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.4,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.45,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.5,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.55,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.6,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.65,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.7,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.75,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.8,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.85,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.9,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,7,16,0.95,0.1917808219178082,0.8082191780821918,0.0,0.25,0.3125,0.6875,0.8982916380176654,14,0,73,59,32
gpt2,3,long,9,8,16,0.05,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.1,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.15,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.2,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.25,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.3,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.35,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.4,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.45,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.5,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.55,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.6,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.65,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.7,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.75,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.8,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.85,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.9,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,8,16,0.95,0.0821917808219178,0.9178082191780822,0.0,0.5,0.625,0.75,0.9272982795487688,6,0,73,67,32
gpt2,3,long,9,9,16,0.05,0.8904109589041096,0.1095890410958904,0.8125,0.25,0.5,0.6875,0.9004752585965893,65,26,73,8,32
