model_name,prompt_idx,prompt_type,prompt_length,layer_idx,head_idx,sketch_dim,theta,topk_overlap,rank_correlation,false_elimination_rate,elimination_rate,num_tokens
gpt2,1,short,13,9,11,64,0.5,0.875,0.9829059829059829,0.0,0.15384615384615385,13
gpt2,1,short,13,9,0,64,0.7,1.0,0.9926739926739927,0.0,0.0,13
gpt2,1,short,13,9,1,64,0.7,0.75,0.9560439560439561,0.0,0.0,13
gpt2,1,short,13,9,2,64,0.7,0.875,0.9816849816849816,0.0,0.0,13
gpt2,1,short,13,9,3,64,0.7,0.75,0.9377289377289377,0.125,0.3076923076923077,13
gpt2,1,short,13,9,4,64,0.7,0.625,0.8998778998778999,0.0,0.0,13
gpt2,1,short,13,9,5,64,0.7,0.75,0.978021978021978,0.625,0.7692307692307693,13
gpt2,1,short,13,9,6,64,0.7,0.875,0.945054945054945,0.125,0.38461538461538464,13
gpt2,1,short,13,9,7,64,0.7,0.75,0.9304029304029304,0.875,0.9230769230769231,13
gpt2,1,short,13,9,8,64,0.7,0.875,0.9633699633699634,0.0,0.0,13
gpt2,1,short,13,9,9,64,0.7,0.75,0.8229548229548229,0.125,0.23076923076923078,13
gpt2,1,short,13,9,10,64,0.7,0.75,0.9120879120879121,0.125,0.3076923076923077,13
gpt2,1,short,13,9,11,64,0.7,0.875,0.9829059829059829,0.0,0.15384615384615385,13
gpt2,1,short,13,9,0,64,0.9,1.0,0.9926739926739927,0.0,0.0,13
gpt2,1,short,13,9,1,64,0.9,0.75,0.9560439560439561,0.0,0.0,13
gpt2,1,short,13,9,2,64,0.9,0.875,0.9816849816849816,0.0,0.0,13
gpt2,1,short,13,9,3,64,0.9,0.75,0.9377289377289377,0.125,0.3076923076923077,13
gpt2,1,short,13,9,4,64,0.9,0.625,0.8998778998778999,0.0,0.0,13
gpt2,1,short,13,9,5,64,0.9,0.75,0.978021978021978,0.625,0.7692307692307693,13
gpt2,1,short,13,9,6,64,0.9,0.875,0.945054945054945,0.125,0.38461538461538464,13
gpt2,1,short,13,9,7,64,0.9,0.75,0.9304029304029304,0.875,0.9230769230769231,13
gpt2,1,short,13,9,8,64,0.9,0.875,0.9633699633699634,0.0,0.0,13
gpt2,1,short,13,9,9,64,0.9,0.75,0.8229548229548229,0.125,0.23076923076923078,13
gpt2,1,short,13,9,10,64,0.9,0.75,0.9120879120879121,0.125,0.3076923076923077,13
gpt2,1,short,13,9,11,64,0.9,0.875,0.9829059829059829,0.0,0.15384615384615385,13
gpt2,2,short,15,0,0,8,0.1,0.5,0.8048387096774193,0.0,0.0,15
gpt2,2,short,15,0,1,8,0.1,0.875,0.9411290322580645,1.0,1.0,15
gpt2,2,short,15,0,2,8,0.1,0.5,0.785483870967742,0.875,0.9333333333333333,15
gpt2,2,short,15,0,3,8,0.1,0.875,0.925,0.0,0.0,15
gpt2,2,short,15,0,4,8,0.1,0.875,0.9935483870967742,0.0,0.0,15
gpt2,2,short,15,0,5,8,0.1,0.75,0.9048387096774193,0.0,0.0,15
gpt2,2,short,15,0,6,8,0.1,0.5,0.7580645161290323,0.0,0.0,15
gpt2,2,short,15,0,7,8,0.1,0.5,0.8120967741935484,0.0,0.13333333333333333,15
gpt2,2,short,15,0,8,8,0.1,0.875,0.9661290322580646,0.875,0.9333333333333333,15
gpt2,2,short,15,0,9,8,0.1,0.75,0.8169354838709677,0.0,0.0,15
gpt2,2,short,15,0,10,8,0.1,0.875,0.8895161290322581,1.0,1.0,15
gpt2,2,short,15,0,11,8,0.1,0.75,0.9241935483870968,1.0,1.0,15
gpt2,2,short,15,0,0,8,0.3,0.5,0.8048387096774193,0.0,0.0,15
gpt2,2,short,15,0,1,8,0.3,0.875,0.9411290322580645,1.0,1.0,15
gpt2,2,short,15,0,2,8,0.3,0.5,0.785483870967742,0.875,0.9333333333333333,15
gpt2,2,short,15,0,3,8,0.3,0.875,0.925,0.0,0.0,15
gpt2,2,short,15,0,4,8,0.3,0.875,0.9935483870967742,0.0,0.0,15
gpt2,2,short,15,0,5,8,0.3,0.75,0.9048387096774193,0.0,0.0,15
gpt2,2,short,15,0,6,8,0.3,0.5,0.7580645161290323,0.0,0.0,15
gpt2,2,short,15,0,7,8,0.3,0.5,0.8120967741935484,0.0,0.13333333333333333,15
gpt2,2,short,15,0,8,8,0.3,0.875,0.9661290322580646,0.875,0.9333333333333333,15
gpt2,2,short,15,0,9,8,0.3,0.75,0.8169354838709677,0.0,0.0,15
gpt2,2,short,15,0,10,8,0.3,0.875,0.8895161290322581,1.0,1.0,15
gpt2,2,short,15,0,11,8,0.3,0.75,0.9241935483870968,1.0,1.0,15
gpt2,2,short,15,0,0,8,0.5,0.5,0.8048387096774193,0.0,0.0,15
gpt2,2,short,15,0,1,8,0.5,0.875,0.9411290322580645,1.0,1.0,15
gpt2,2,short,15,0,2,8,0.5,0.5,0.785483870967742,0.875,0.9333333333333333,15
gpt2,2,short,15,0,3,8,0.5,0.875,0.925,0.0,0.0,15
gpt2,2,short,15,0,4,8,0.5,0.875,0.9935483870967742,0.0,0.0,15
gpt2,2,short,15,0,5,8,0.5,0.75,0.9048387096774193,0.0,0.0,15
gpt2,2,short,15,0,6,8,0.5,0.5,0.7580645161290323,0.0,0.0,15
gpt2,2,short,15,0,7,8,0.5,0.5,0.8120967741935484,0.0,0.13333333333333333,15
gpt2,2,short,15,0,8,8,0.5,0.875,0.9661290322580646,0.875,0.9333333333333333,15
gpt2,2,short,15,0,9,8,0.5,0.75,0.8169354838709677,0.0,0.0,15
gpt2,2,short,15,0,10,8,0.5,0.875,0.8895161290322581,1.0,1.0,15
gpt2,2,short,15,0,11,8,0.5,0.75,0.9241935483870968,1.0,1.0,15
gpt2,2,short,15,0,0,8,0.7,0.5,0.8048387096774193,0.0,0.0,15
gpt2,2,short,15,0,1,8,0.7,0.875,0.9411290322580645,1.0,1.0,15
gpt2,2,short,15,0,2,8,0.7,0.5,0.785483870967742,0.875,0.9333333333333333,15
gpt2,2,short,15,0,3,8,0.7,0.875,0.925,0.0,0.0,15
gpt2,2,short,15,0,4,8,0.7,0.875,0.9935483870967742,0.0,0.0,15
gpt2,2,short,15,0,5,8,0.7,0.75,0.9048387096774193,0.0,0.0,15
gpt2,2,short,15,0,6,8,0.7,0.5,0.7580645161290323,0.0,0.0,15
gpt2,2,short,15,0,7,8,0.7,0.5,0.8120967741935484,0.0,0.13333333333333333,15
gpt2,2,short,15,0,8,8,0.7,0.875,0.9661290322580646,0.875,0.9333333333333333,15
gpt2,2,short,15,0,9,8,0.7,0.75,0.8169354838709677,0.0,0.0,15
gpt2,2,short,15,0,10,8,0.7,0.875,0.8895161290322581,1.0,1.0,15
gpt2,2,short,15,0,11,8,0.7,0.75,0.9241935483870968,1.0,1.0,15
gpt2,2,short,15,0,0,8,0.9,0.5,0.8048387096774193,0.0,0.0,15
gpt2,2,short,15,0,1,8,0.9,0.875,0.9411290322580645,1.0,1.0,15
gpt2,2,short,15,0,2,8,0.9,0.5,0.785483870967742,0.875,0.9333333333333333,15
gpt2,2,short,15,0,3,8,0.9,0.875,0.925,0.0,0.0,15
gpt2,2,short,15,0,4,8,0.9,0.875,0.9935483870967742,0.0,0.0,15
gpt2,2,short,15,0,5,8,0.9,0.75,0.9048387096774193,0.0,0.0,15
gpt2,2,short,15,0,6,8,0.9,0.5,0.7580645161290323,0.0,0.0,15
gpt2,2,short,15,0,7,8,0.9,0.5,0.8120967741935484,0.0,0.13333333333333333,15
gpt2,2,short,15,0,8,8,0.9,0.875,0.9661290322580646,0.875,0.9333333333333333,15
gpt2,2,short,15,0,9,8,0.9,0.75,0.8169354838709677,0.0,0.0,15
gpt2,2,short,15,0,10,8,0.9,0.875,0.8895161290322581,1.0,1.0,15
gpt2,2,short,15,0,11,8,0.9,0.75,0.9241935483870968,1.0,1.0,15
gpt2,2,short,15,0,0,16,0.1,0.875,0.9661290322580646,0.0,0.0,15
gpt2,2,short,15,0,1,16,0.1,0.625,0.8927419354838709,0.0,0.0,15
gpt2,2,short,15,0,2,16,0.1,0.875,0.932258064516129,1.0,1.0,15
gpt2,2,short,15,0,3,16,0.1,0.875,0.9879032258064516,0.0,0.0,15
gpt2,2,short,15,0,4,16,0.1,0.75,0.9524193548387097,0.0,0.0,15
gpt2,2,short,15,0,5,16,0.1,0.75,0.8169354838709677,0.0,0.0,15
gpt2,2,short,15,0,6,16,0.1,0.75,0.9443548387096774,0.0,0.0,15
gpt2,2,short,15,0,7,16,0.1,1.0,0.9854838709677419,0.875,0.9333333333333333,15
gpt2,2,short,15,0,8,16,0.1,0.875,0.9330645161290323,0.125,0.4,15
gpt2,2,short,15,0,9,16,0.1,0.75,0.9854838709677419,0.625,0.8,15
gpt2,2,short,15,0,10,16,0.1,0.625,0.8661290322580645,0.375,0.6,15
gpt2,2,short,15,0,11,16,0.1,0.75,0.9604838709677419,1.0,1.0,15
gpt2,2,short,15,0,0,16,0.3,0.875,0.9661290322580646,0.0,0.0,15
gpt2,2,short,15,0,1,16,0.3,0.625,0.8927419354838709,0.0,0.0,15
gpt2,2,short,15,0,2,16,0.3,0.875,0.932258064516129,1.0,1.0,15
gpt2,2,short,15,0,3,16,0.3,0.875,0.9879032258064516,0.0,0.0,15
gpt2,2,short,15,0,4,16,0.3,0.75,0.9524193548387097,0.0,0.0,15
gpt2,2,short,15,0,5,16,0.3,0.75,0.8169354838709677,0.0,0.0,15
gpt2,2,short,15,0,6,16,0.3,0.75,0.9443548387096774,0.0,0.0,15
gpt2,2,short,15,0,7,16,0.3,1.0,0.9854838709677419,0.875,0.9333333333333333,15
gpt2,2,short,15,0,8,16,0.3,0.875,0.9330645161290323,0.125,0.4,15
gpt2,2,short,15,0,9,16,0.3,0.75,0.9854838709677419,0.625,0.8,15
gpt2,2,short,15,0,10,16,0.3,0.625,0.8661290322580645,0.5,0.6666666666666666,15
gpt2,2,short,15,0,11,16,0.3,0.75,0.9604838709677419,1.0,1.0,15
gpt2,2,short,15,0,0,16,0.5,0.875,0.9661290322580646,0.0,0.0,15
gpt2,2,short,15,0,1,16,0.5,0.625,0.8927419354838709,0.0,0.0,15
gpt2,2,short,15,0,2,16,0.5,0.875,0.932258064516129,1.0,1.0,15
gpt2,2,short,15,0,3,16,0.5,0.875,0.9879032258064516,0.0,0.0,15
gpt2,2,short,15,0,4,16,0.5,0.75,0.9524193548387097,0.0,0.0,15
gpt2,2,short,15,0,5,16,0.5,0.75,0.8169354838709677,0.0,0.0,15
gpt2,2,short,15,0,6,16,0.5,0.75,0.9443548387096774,0.0,0.0,15
gpt2,2,short,15,0,7,16,0.5,1.0,0.9854838709677419,0.875,0.9333333333333333,15
gpt2,2,short,15,0,8,16,0.5,0.875,0.9330645161290323,0.125,0.4,15
gpt2,2,short,15,0,9,16,0.5,0.75,0.9854838709677419,0.625,0.8,15
gpt2,2,short,15,0,10,16,0.5,0.625,0.8661290322580645,0.5,0.6666666666666666,15
gpt2,2,short,15,0,11,16,0.5,0.75,0.9604838709677419,1.0,1.0,15
gpt2,2,short,15,0,0,16,0.7,0.875,0.9661290322580646,0.0,0.0,15
gpt2,2,short,15,0,1,16,0.7,0.625,0.8927419354838709,0.0,0.0,15
gpt2,2,short,15,0,2,16,0.7,0.875,0.932258064516129,1.0,1.0,15
gpt2,2,short,15,0,3,16,0.7,0.875,0.9879032258064516,0.0,0.0,15
gpt2,2,short,15,0,4,16,0.7,0.75,0.9524193548387097,0.0,0.0,15
gpt2,2,short,15,0,5,16,0.7,0.75,0.8169354838709677,0.0,0.0,15
gpt2,2,short,15,0,6,16,0.7,0.75,0.9443548387096774,0.0,0.0,15
gpt2,2,short,15,0,7,16,0.7,1.0,0.9854838709677419,0.875,0.9333333333333333,15
gpt2,2,short,15,0,8,16,0.7,0.875,0.9330645161290323,0.125,0.4,15
gpt2,2,short,15,0,9,16,0.7,0.75,0.9854838709677419,0.75,0.8666666666666667,15
gpt2,2,short,15,0,10,16,0.7,0.625,0.8661290322580645,0.5,0.6666666666666666,15
gpt2,2,short,15,0,11,16,0.7,0.75,0.9604838709677419,1.0,1.0,15
gpt2,2,short,15,0,0,16,0.9,0.875,0.9661290322580646,0.0,0.0,15
gpt2,2,short,15,0,1,16,0.9,0.625,0.8927419354838709,0.0,0.0,15
gpt2,2,short,15,0,2,16,0.9,0.875,0.932258064516129,1.0,1.0,15
gpt2,2,short,15,0,3,16,0.9,0.875,0.9879032258064516,0.0,0.0,15
gpt2,2,short,15,0,4,16,0.9,0.75,0.9524193548387097,0.0,0.0,15
gpt2,2,short,15,0,5,16,0.9,0.75,0.8169354838709677,0.0,0.0,15
gpt2,2,short,15,0,6,16,0.9,0.75,0.9443548387096774,0.0,0.0,15
gpt2,2,short,15,0,7,16,0.9,1.0,0.9854838709677419,0.875,0.9333333333333333,15
gpt2,2,short,15,0,8,16,0.9,0.875,0.9330645161290323,0.125,0.4,15
gpt2,2,short,15,0,9,16,0.9,0.75,0.9854838709677419,0.875,0.9333333333333333,15
gpt2,2,short,15,0,10,16,0.9,0.625,0.8661290322580645,0.5,0.6666666666666666,15
gpt2,2,short,15,0,11,16,0.9,0.75,0.9604838709677419,1.0,1.0,15
gpt2,2,short,15,0,0,32,0.1,0.75,0.9637096774193549,0.0,0.06666666666666667,15
gpt2,2,short,15,0,1,32,0.1,0.625,0.8669354838709677,0.0,0.0,15
gpt2,2,short,15,0,2,32,0.1,0.75,0.9693548387096774,1.0,1.0,15
gpt2,2,short,15,0,3,32,0.1,0.875,0.9870967741935484,0.0,0.0,15
gpt2,2,short,15,0,4,32,0.1,0.875,0.9814516129032258,0.0,0.0,15
gpt2,2,short,15,0,5,32,0.1,0.75,0.8459677419354839,0.0,0.0,15
gpt2,2,short,15,0,6,32,0.1,0.875,0.9725806451612903,0.0,0.0,15
gpt2,2,short,15,0,7,32,0.1,0.875,0.9919354838709677,0.0,0.3333333333333333,15
gpt2,2,short,15,0,8,32,0.1,0.875,0.9959677419354839,1.0,1.0,15
gpt2,2,short,15,0,9,32,0.1,0.875,0.9887096774193549,0.375,0.6666666666666666,15
gpt2,2,short,15,0,10,32,0.1,0.75,0.9306451612903226,0.0,0.0,15
gpt2,2,short,15,0,11,32,0.1,0.875,0.9806451612903225,1.0,1.0,15
gpt2,2,short,15,0,0,32,0.3,0.75,0.9637096774193549,0.0,0.06666666666666667,15
gpt2,2,short,15,0,1,32,0.3,0.625,0.8669354838709677,0.0,0.0,15
gpt2,2,short,15,0,2,32,0.3,0.75,0.9693548387096774,1.0,1.0,15
gpt2,2,short,15,0,3,32,0.3,0.875,0.9870967741935484,0.0,0.0,15
gpt2,2,short,15,0,4,32,0.3,0.875,0.9814516129032258,0.0,0.0,15
gpt2,2,short,15,0,5,32,0.3,0.75,0.8459677419354839,0.0,0.0,15
gpt2,2,short,15,0,6,32,0.3,0.875,0.9725806451612903,0.0,0.0,15
gpt2,2,short,15,0,7,32,0.3,0.875,0.9919354838709677,0.0,0.3333333333333333,15
gpt2,2,short,15,0,8,32,0.3,0.875,0.9959677419354839,1.0,1.0,15
gpt2,2,short,15,0,9,32,0.3,0.875,0.9887096774193549,0.375,0.6666666666666666,15
gpt2,2,short,15,0,10,32,0.3,0.75,0.9306451612903226,0.0,0.0,15
gpt2,2,short,15,0,11,32,0.3,0.875,0.9806451612903225,1.0,1.0,15
gpt2,2,short,15,0,0,32,0.5,0.75,0.9637096774193549,0.0,0.06666666666666667,15
gpt2,2,short,15,0,1,32,0.5,0.625,0.8669354838709677,0.0,0.0,15
gpt2,2,short,15,0,2,32,0.5,0.75,0.9693548387096774,1.0,1.0,15
gpt2,2,short,15,0,3,32,0.5,0.875,0.9870967741935484,0.0,0.0,15
gpt2,2,short,15,0,4,32,0.5,0.875,0.9814516129032258,0.0,0.0,15
gpt2,2,short,15,0,5,32,0.5,0.75,0.8459677419354839,0.0,0.0,15
gpt2,2,short,15,0,6,32,0.5,0.875,0.9725806451612903,0.0,0.0,15
gpt2,2,short,15,0,7,32,0.5,0.875,0.9919354838709677,0.0,0.3333333333333333,15
gpt2,2,short,15,0,8,32,0.5,0.875,0.9959677419354839,1.0,1.0,15
gpt2,2,short,15,0,9,32,0.5,0.875,0.9887096774193549,0.375,0.6666666666666666,15
gpt2,2,short,15,0,10,32,0.5,0.75,0.9306451612903226,0.0,0.0,15
gpt2,2,short,15,0,11,32,0.5,0.875,0.9806451612903225,1.0,1.0,15
gpt2,2,short,15,0,0,32,0.7,0.75,0.9637096774193549,0.0,0.06666666666666667,15
gpt2,2,short,15,0,1,32,0.7,0.625,0.8669354838709677,0.0,0.06666666666666667,15
gpt2,2,short,15,0,2,32,0.7,0.75,0.9693548387096774,1.0,1.0,15
gpt2,2,short,15,0,3,32,0.7,0.875,0.9870967741935484,0.0,0.0,15
gpt2,2,short,15,0,4,32,0.7,0.875,0.9814516129032258,0.0,0.0,15
gpt2,2,short,15,0,5,32,0.7,0.75,0.8459677419354839,0.0,0.0,15
gpt2,2,short,15,0,6,32,0.7,0.875,0.9725806451612903,0.0,0.0,15
gpt2,2,short,15,0,7,32,0.7,0.875,0.9919354838709677,0.0,0.3333333333333333,15
gpt2,2,short,15,0,8,32,0.7,0.875,0.9959677419354839,1.0,1.0,15
gpt2,2,short,15,0,9,32,0.7,0.875,0.9887096774193549,0.5,0.7333333333333333,15
gpt2,2,short,15,0,10,32,0.7,0.75,0.9306451612903226,0.0,0.0,15
gpt2,2,short,15,0,11,32,0.7,0.875,0.9806451612903225,1.0,1.0,15
gpt2,2,short,15,0,0,32,0.9,0.75,0.9637096774193549,0.0,0.06666666666666667,15
gpt2,2,short,15,0,1,32,0.9,0.625,0.8669354838709677,0.0,0.06666666666666667,15
gpt2,2,short,15,0,2,32,0.9,0.75,0.9693548387096774,1.0,1.0,15
gpt2,2,short,15,0,3,32,0.9,0.875,0.9870967741935484,0.0,0.0,15
gpt2,2,short,15,0,4,32,0.9,0.875,0.9814516129032258,0.0,0.0,15
gpt2,2,short,15,0,5,32,0.9,0.75,0.8459677419354839,0.0,0.0,15
gpt2,2,short,15,0,6,32,0.9,0.875,0.9725806451612903,0.0,0.0,15
gpt2,2,short,15,0,7,32,0.9,0.875,0.9919354838709677,0.0,0.3333333333333333,15
gpt2,2,short,15,0,8,32,0.9,0.875,0.9959677419354839,1.0,1.0,15
gpt2,2,short,15,0,9,32,0.9,0.875,0.9887096774193549,0.5,0.7333333333333333,15
gpt2,2,short,15,0,10,32,0.9,0.75,0.9306451612903226,0.0,0.0,15
gpt2,2,short,15,0,11,32,0.9,0.875,0.9806451612903225,1.0,1.0,15
gpt2,2,short,15,0,0,64,0.1,0.875,0.9766129032258064,0.0,0.0,15
gpt2,2,short,15,0,1,64,0.1,0.875,0.975,0.625,0.8,15
gpt2,2,short,15,0,2,64,0.1,0.875,0.9629032258064516,0.0,0.06666666666666667,15
gpt2,2,short,15,0,3,64,0.1,1.0,0.9967741935483871,0.0,0.0,15
gpt2,2,short,15,0,4,64,0.1,0.875,0.9854838709677419,0.0,0.0,15
gpt2,2,short,15,0,5,64,0.1,0.875,0.9620967741935483,0.0,0.0,15
gpt2,2,short,15,0,6,64,0.1,1.0,0.9798387096774194,0.0,0.06666666666666667,15
gpt2,2,short,15,0,7,64,0.1,0.875,0.9854838709677419,0.0,0.0,15
gpt2,2,short,15,0,8,64,0.1,0.875,0.9532258064516129,0.375,0.6666666666666666,15
gpt2,2,short,15,0,9,64,0.1,1.0,0.9959677419354839,1.0,1.0,15
gpt2,2,short,15,0,10,64,0.1,0.625,0.832258064516129,0.0,0.0,15
gpt2,2,short,15,0,11,64,0.1,0.875,0.9814516129032258,1.0,1.0,15
gpt2,2,short,15,0,0,64,0.3,0.875,0.9766129032258064,0.0,0.0,15
gpt2,2,short,15,0,1,64,0.3,0.875,0.975,0.625,0.8,15
gpt2,2,short,15,0,2,64,0.3,0.875,0.9629032258064516,0.0,0.06666666666666667,15
gpt2,2,short,15,0,3,64,0.3,1.0,0.9967741935483871,0.0,0.0,15
gpt2,2,short,15,0,4,64,0.3,0.875,0.9854838709677419,0.0,0.0,15
gpt2,2,short,15,0,5,64,0.3,0.875,0.9620967741935483,0.0,0.0,15
gpt2,2,short,15,0,6,64,0.3,1.0,0.9798387096774194,0.0,0.06666666666666667,15
gpt2,2,short,15,0,7,64,0.3,0.875,0.9854838709677419,0.0,0.0,15
gpt2,2,short,15,0,8,64,0.3,0.875,0.9532258064516129,0.375,0.6666666666666666,15
gpt2,2,short,15,0,9,64,0.3,1.0,0.9959677419354839,1.0,1.0,15
gpt2,2,short,15,0,10,64,0.3,0.625,0.832258064516129,0.0,0.0,15
gpt2,2,short,15,0,11,64,0.3,0.875,0.9814516129032258,1.0,1.0,15
gpt2,2,short,15,0,0,64,0.5,0.875,0.9766129032258064,0.0,0.0,15
gpt2,2,short,15,0,1,64,0.5,0.875,0.975,0.625,0.8,15
gpt2,2,short,15,0,2,64,0.5,0.875,0.9629032258064516,0.0,0.06666666666666667,15
gpt2,2,short,15,0,3,64,0.5,1.0,0.9967741935483871,0.0,0.0,15
gpt2,2,short,15,0,4,64,0.5,0.875,0.9854838709677419,0.0,0.0,15
gpt2,2,short,15,0,5,64,0.5,0.875,0.9620967741935483,0.0,0.0,15
gpt2,2,short,15,0,6,64,0.5,1.0,0.9798387096774194,0.0,0.06666666666666667,15
gpt2,2,short,15,0,7,64,0.5,0.875,0.9854838709677419,0.0,0.0,15
gpt2,2,short,15,0,8,64,0.5,0.875,0.9532258064516129,0.375,0.6666666666666666,15
gpt2,2,short,15,0,9,64,0.5,1.0,0.9959677419354839,1.0,1.0,15
gpt2,2,short,15,0,10,64,0.5,0.625,0.832258064516129,0.0,0.0,15
gpt2,2,short,15,0,11,64,0.5,0.875,0.9814516129032258,1.0,1.0,15
gpt2,2,short,15,0,0,64,0.7,0.875,0.9766129032258064,0.0,0.0,15
gpt2,2,short,15,0,1,64,0.7,0.875,0.975,0.625,0.8,15
gpt2,2,short,15,0,2,64,0.7,0.875,0.9629032258064516,0.0,0.06666666666666667,15
gpt2,2,short,15,0,3,64,0.7,1.0,0.9967741935483871,0.0,0.0,15
gpt2,2,short,15,0,4,64,0.7,0.875,0.9854838709677419,0.0,0.0,15
gpt2,2,short,15,0,5,64,0.7,0.875,0.9620967741935483,0.0,0.0,15
gpt2,2,short,15,0,6,64,0.7,1.0,0.9798387096774194,0.0,0.06666666666666667,15
gpt2,2,short,15,0,7,64,0.7,0.875,0.9854838709677419,0.0,0.0,15
gpt2,2,short,15,0,8,64,0.7,0.875,0.9532258064516129,0.375,0.6666666666666666,15
gpt2,2,short,15,0,9,64,0.7,1.0,0.9959677419354839,1.0,1.0,15
gpt2,2,short,15,0,10,64,0.7,0.625,0.832258064516129,0.0,0.0,15
gpt2,2,short,15,0,11,64,0.7,0.875,0.9814516129032258,1.0,1.0,15
gpt2,2,short,15,0,0,64,0.9,0.875,0.9766129032258064,0.0,0.0,15
gpt2,2,short,15,0,1,64,0.9,0.875,0.975,0.625,0.8,15
gpt2,2,short,15,0,2,64,0.9,0.875,0.9629032258064516,0.0,0.06666666666666667,15
gpt2,2,short,15,0,3,64,0.9,1.0,0.9967741935483871,0.0,0.0,15
gpt2,2,short,15,0,4,64,0.9,0.875,0.9854838709677419,0.0,0.0,15
gpt2,2,short,15,0,5,64,0.9,0.875,0.9620967741935483,0.0,0.0,15
gpt2,2,short,15,0,6,64,0.9,1.0,0.9798387096774194,0.0,0.06666666666666667,15
gpt2,2,short,15,0,7,64,0.9,0.875,0.9854838709677419,0.0,0.0,15
gpt2,2,short,15,0,8,64,0.9,0.875,0.9532258064516129,0.375,0.6666666666666666,15
gpt2,2,short,15,0,9,64,0.9,1.0,0.9959677419354839,1.0,1.0,15
gpt2,2,short,15,0,10,64,0.9,0.625,0.832258064516129,0.0,0.0,15
gpt2,2,short,15,0,11,64,0.9,0.875,0.9814516129032258,1.0,1.0,15
gpt2,2,short,15,3,0,8,0.1,0.875,0.9693548387096774,0.5,0.7333333333333333,15
gpt2,2,short,15,3,1,8,0.1,0.625,0.9185483870967742,0.875,0.9333333333333333,15
gpt2,2,short,15,3,2,8,0.1,0.5,0.7564516129032258,0.875,0.9333333333333333,15
gpt2,2,short,15,3,3,8,0.1,0.625,0.9040322580645161,0.25,0.3333333333333333,15
gpt2,2,short,15,3,4,8,0.1,0.75,0.9274193548387096,0.875,0.9333333333333333,15
gpt2,2,short,15,3,5,8,0.1,0.5,0.8701612903225806,0.875,0.9333333333333333,15
gpt2,2,short,15,3,6,8,0.1,0.75,0.8806451612903226,0.25,0.3333333333333333,15
gpt2,2,short,15,3,7,8,0.1,0.75,0.9217741935483871,0.875,0.9333333333333333,15
gpt2,2,short,15,3,8,8,0.1,0.75,0.9451612903225807,0.125,0.4,15
gpt2,2,short,15,3,9,8,0.1,0.625,0.7943548387096774,0.125,0.26666666666666666,15
gpt2,2,short,15,3,10,8,0.1,0.5,0.8282258064516129,0.875,0.9333333333333333,15
gpt2,2,short,15,3,11,8,0.1,0.625,0.8161290322580645,0.75,0.8,15
gpt2,2,short,15,3,0,8,0.3,0.875,0.9693548387096774,0.5,0.7333333333333333,15
gpt2,2,short,15,3,1,8,0.3,0.625,0.9185483870967742,0.875,0.9333333333333333,15
gpt2,2,short,15,3,2,8,0.3,0.5,0.7564516129032258,0.875,0.9333333333333333,15
gpt2,2,short,15,3,3,8,0.3,0.625,0.9040322580645161,0.25,0.3333333333333333,15
gpt2,2,short,15,3,4,8,0.3,0.75,0.9274193548387096,0.875,0.9333333333333333,15
gpt2,2,short,15,3,5,8,0.3,0.5,0.8701612903225806,0.875,0.9333333333333333,15
gpt2,2,short,15,3,6,8,0.3,0.75,0.8806451612903226,0.25,0.3333333333333333,15
gpt2,2,short,15,3,7,8,0.3,0.75,0.9217741935483871,0.875,0.9333333333333333,15
gpt2,2,short,15,3,8,8,0.3,0.75,0.9451612903225807,0.125,0.4,15
gpt2,2,short,15,3,9,8,0.3,0.625,0.7943548387096774,0.125,0.26666666666666666,15
gpt2,2,short,15,3,10,8,0.3,0.5,0.8282258064516129,0.875,0.9333333333333333,15
gpt2,2,short,15,3,11,8,0.3,0.625,0.8161290322580645,0.75,0.8,15
gpt2,2,short,15,3,0,8,0.5,0.875,0.9693548387096774,0.5,0.7333333333333333,15
gpt2,2,short,15,3,1,8,0.5,0.625,0.9185483870967742,0.875,0.9333333333333333,15
gpt2,2,short,15,3,2,8,0.5,0.5,0.7564516129032258,0.875,0.9333333333333333,15
gpt2,2,short,15,3,3,8,0.5,0.625,0.9040322580645161,0.25,0.3333333333333333,15
gpt2,2,short,15,3,4,8,0.5,0.75,0.9274193548387096,0.875,0.9333333333333333,15
gpt2,2,short,15,3,5,8,0.5,0.5,0.8701612903225806,0.875,0.9333333333333333,15
gpt2,2,short,15,3,6,8,0.5,0.75,0.8806451612903226,0.25,0.3333333333333333,15
gpt2,2,short,15,3,7,8,0.5,0.75,0.9217741935483871,0.875,0.9333333333333333,15
gpt2,2,short,15,3,8,8,0.5,0.75,0.9451612903225807,0.125,0.4,15
gpt2,2,short,15,3,9,8,0.5,0.625,0.7943548387096774,0.125,0.26666666666666666,15
gpt2,2,short,15,3,10,8,0.5,0.5,0.8282258064516129,0.875,0.9333333333333333,15
gpt2,2,short,15,3,11,8,0.5,0.625,0.8161290322580645,0.75,0.8,15
gpt2,2,short,15,3,0,8,0.7,0.875,0.9693548387096774,0.5,0.7333333333333333,15
gpt2,2,short,15,3,1,8,0.7,0.625,0.9185483870967742,0.875,0.9333333333333333,15
gpt2,2,short,15,3,2,8,0.7,0.5,0.7564516129032258,0.875,0.9333333333333333,15
gpt2,2,short,15,3,3,8,0.7,0.625,0.9040322580645161,0.25,0.3333333333333333,15
